P0	P1	P2	P3	P4	DFO	DIL	DFI	DOL	allsites
bic_1	SPC.3.1	JAC1.1	ONC1.1	V480	0.24497	0.259441	0.041222	0.062691	603396
bic_1	SPC.3.1	JAC1.1	ONC2.1	V480	0.241129	0.255209	0.042588	0.063555	603985
bic_1	SPC.3.1	JAC1.1	ONC3.1	V480	0.1887	0.20349	0.040496	0.063389	614757
bic_1	SPC.3.1	JAC1.1	RED11.1	V480	0.20756	0.221528	0.042263	0.063596	610502
bic_1	SPC.3.1	JAC1.1	RED15.1	V480	0.250281	0.263719	0.04254	0.062422	602934
bic_1	SPC.3.1	JAC1.1	RED17.1	V480	0.197164	0.211723	0.041673	0.064056	612857
bic_1	SPC.3.1	JAC1.1	RED18.1	V480	0.198728	0.21306	0.042355	0.064337	612898
bic_1	SPC.3.1	JAC1.1	RED9.119	V480	0.231263	0.246023	0.042379	0.064471	606439
bic_1	SPC.3.1	JAC1.1	SHV.1.1	V480	0.287721	0.303497	0.042247	0.064922	593330
bic_1	SPC.3.1	JAC1.1	SLA1.1	V480	0.216577	0.23185	0.040656	0.063782	609401
bic_1	SPC.3.1	JAC1.1	SLA3.1	V480	0.205362	0.22032	0.041872	0.064702	611386
bic_1	SPC.3.1	JAC1.1	SLA5.1	V480	0.19335	0.208585	0.040892	0.06442	612590
bic_1	SPC.3.1	JAC1.1	WFM1.1	V480	0.249112	0.265562	0.039703	0.064123	599582
bic_1	SPC.3.1	JAC1.1	WFM2.2	V480	0.288394	0.303038	0.043753	0.064881	592985
bic_1	SPC.3.1	JAC1.1	WFM3.1	V480	0.282077	0.294917	0.044475	0.063088	595199
bic_1	SPC.3.1	JAC2.1	ARS.1.1	V480	0.276013	0.292274	0.038953	0.062731	594275
bic_1	SPC.3.1	JAC2.1	ARS2.1	V480	0.271918	0.287915	0.038757	0.062208	592596
bic_1	SPC.3.1	JAC2.1	ARS3.1	V480	0.213008	0.229775	0.03777	0.063452	606176
bic_1	SPC.3.1	JAC2.1	CAR-C27.1	V480	0.257734	0.272427	0.040016	0.061633	601381
bic_1	SPC.3.1	JAC2.1	CARC3.1	V480	0.252212	0.26822	0.040367	0.064058	600855
bic_1	SPC.3.1	JAC2.1	CAR-C4.1	V480	0.21582	0.232231	0.037664	0.0626	608116
bic_1	SPC.3.1	JAC2.1	CED1.1	V480	0.2059	0.222405	0.03767	0.062914	604711
bic_1	SPC.3.1	JAC2.1	CED2.1	V480	0.166337	0.182363	0.037921	0.063213	613457
bic_1	SPC.3.1	JAC2.1	CED3.1	V480	0.355915	0.371263	0.040869	0.061948	580646
bic_1	SPC.3.1	JAC2.1	CUY1.1	V480	0.287948	0.30427	0.038377	0.062017	590737
bic_1	SPC.3.1	JAC2.1	CUY.2.1	V480	0.298199	0.312766	0.038833	0.059812	590015
bic_1	SPC.3.1	JAC2.1	CUY3.1	V480	0.276667	0.293262	0.038529	0.062674	595122
bic_1	SPC.3.1	JAC2.1	GRM4.1	V480	0.221693	0.238163	0.03844	0.06333	602362
bic_1	SPC.3.1	JAC2.1	GRM5.1	V480	0.238092	0.255634	0.037185	0.063364	601424
bic_1	SPC.3.1	JAC2.1	IND2.1	V480	0.223253	0.238957	0.038787	0.062558	606465
bic_1	SPC.3.1	JAC2.1	IND5.1	V480	0.222892	0.238561	0.037767	0.061479	606538
bic_1	SPC.3.1	JAC2.1	IND6.1	V480	0.189162	0.204612	0.039172	0.063157	613500
bic_1	SPC.3.1	JAC2.1	MNZ1.1	V480	0.257929	0.2739	0.039116	0.062708	597104
bic_1	SPC.3.1	JAC2.1	MNZ2.1	V480	0.29097	0.305607	0.040466	0.061686	592734
bic_1	SPC.3.1	JAC2.1	ONC1.1	V480	0.245241	0.260439	0.038513	0.061144	602522
bic_1	SPC.3.1	JAC2.1	ONC2.1	V480	0.241355	0.25596	0.04033	0.06216	603057
bic_1	SPC.3.1	JAC2.1	ONC3.1	V480	0.188869	0.203989	0.038458	0.061953	613844
bic_1	SPC.3.1	JAC2.1	RED11.1	V480	0.207856	0.222546	0.039913	0.062419	609554
bic_1	SPC.3.1	JAC2.1	RED15.1	V480	0.250425	0.265076	0.039576	0.061324	602066
bic_1	SPC.3.1	JAC2.1	RED17.1	V480	0.19752	0.213613	0.038201	0.063021	611946
bic_1	SPC.3.1	JAC2.1	RED18.1	V480	0.198785	0.214525	0.038798	0.063025	611969
bic_1	SPC.3.1	JAC2.1	RED9.119	V480	0.231334	0.247419	0.039221	0.063397	605518
bic_1	SPC.3.1	JAC2.1	SHV.1.1	V480	0.287724	0.305615	0.037953	0.063746	592457
bic_1	SPC.3.1	JAC2.1	SLA1.1	V480	0.216745	0.232638	0.037986	0.062139	608493
bic_1	SPC.3.1	JAC2.1	SLA3.1	V480	0.205746	0.221847	0.038424	0.063079	610470
bic_1	SPC.3.1	JAC2.1	SLA5.1	V480	0.193582	0.210348	0.037405	0.06339	611687
bic_1	SPC.3.1	JAC2.1	WFM1.1	V480	0.24936	0.266747	0.036499	0.062395	598661
bic_1	SPC.3.1	JAC2.1	WFM2.2	V480	0.288543	0.304338	0.040972	0.06384	592104
bic_1	SPC.3.1	JAC2.1	WFM3.1	V480	0.282486	0.297346	0.040594	0.062208	594339
bic_1	SPC.3.1	JAC4.1	ARS.1.1	V480	0.276572	0.290555	0.035247	0.055874	593903
bic_1	SPC.3.1	JAC4.1	ARS2.1	V480	0.272053	0.286184	0.035353	0.056234	592201
bic_1	SPC.3.1	JAC4.1	ARS3.1	V480	0.213118	0.227711	0.034723	0.057255	605844
bic_1	SPC.3.1	JAC4.1	CAR-C27.1	V480	0.257842	0.270618	0.03676	0.055711	601029
bic_1	SPC.3.1	JAC4.1	CARC3.1	V480	0.252029	0.266525	0.036378	0.058013	600545
bic_1	SPC.3.1	JAC4.1	CAR-C4.1	V480	0.216065	0.230698	0.034134	0.056551	607792
bic_1	SPC.3.1	JAC4.1	CED1.1	V480	0.206107	0.220133	0.035111	0.056746	604338
bic_1	SPC.3.1	JAC4.1	CED2.1	V480	0.166445	0.180424	0.034734	0.056976	613145
bic_1	SPC.3.1	JAC4.1	CED3.1	V480	0.356037	0.369135	0.03779	0.055923	580371
bic_1	SPC.3.1	JAC4.1	CUY1.1	V480	0.287803	0.302319	0.034246	0.055443	590421
bic_1	SPC.3.1	JAC4.1	CUY.2.1	V480	0.29815	0.31043	0.035434	0.053261	589680
bic_1	SPC.3.1	JAC4.1	CUY3.1	V480	0.276776	0.290972	0.035973	0.056792	594841
bic_1	SPC.3.1	JAC4.1	GRM4.1	V480	0.221906	0.235785	0.035787	0.05694	602030
bic_1	SPC.3.1	JAC4.1	GRM5.1	V480	0.238202	0.253069	0.034741	0.057113	601110
bic_1	SPC.3.1	JAC4.1	IND2.1	V480	0.223228	0.237037	0.035752	0.056826	606177
bic_1	SPC.3.1	JAC4.1	IND5.1	V480	0.222748	0.236719	0.034452	0.055767	606251
bic_1	SPC.3.1	JAC4.1	IND6.1	V480	0.189215	0.202566	0.036011	0.056914	613189
bic_1	SPC.3.1	JAC4.1	MNZ1.1	V480	0.258349	0.272729	0.035144	0.056558	596798
bic_1	SPC.3.1	JAC4.1	MNZ2.1	V480	0.290807	0.303782	0.036288	0.055241	592476
bic_1	SPC.3.1	JAC4.1	ONC1.1	V480	0.245119	0.259039	0.034648	0.05554	602202
bic_1	SPC.3.1	JAC4.1	ONC2.1	V480	0.241179	0.254203	0.036358	0.055993	602755
bic_1	SPC.3.1	JAC4.1	ONC3.1	V480	0.188868	0.202762	0.034254	0.056014	613559
bic_1	SPC.3.1	JAC4.1	RED11.1	V480	0.207839	0.22077	0.036475	0.056457	609278
bic_1	SPC.3.1	JAC4.1	RED15.1	V480	0.250425	0.263222	0.036169	0.055329	601740
bic_1	SPC.3.1	JAC4.1	RED17.1	V480	0.197386	0.211526	0.034919	0.056915	611648
bic_1	SPC.3.1	JAC4.1	RED18.1	V480	0.198622	0.212257	0.036154	0.057321	611671
bic_1	SPC.3.1	JAC4.1	RED9.119	V480	0.231471	0.245314	0.03621	0.057188	605254
bic_1	SPC.3.1	JAC4.1	SHV.1.1	V480	0.28799	0.302699	0.036287	0.057675	592147
bic_1	SPC.3.1	JAC4.1	SLA1.1	V480	0.216581	0.230702	0.034581	0.056215	608158
bic_1	SPC.3.1	JAC4.1	SLA3.1	V480	0.205556	0.220071	0.035108	0.057522	610182
bic_1	SPC.3.1	JAC4.1	SLA5.1	V480	0.193523	0.208323	0.033999	0.057123	611338
bic_1	SPC.3.1	JAC4.1	WFM1.1	V480	0.249454	0.265485	0.033056	0.057137	598365
bic_1	SPC.3.1	JAC4.1	WFM2.2	V480	0.288682	0.302331	0.037443	0.05737	591777
bic_1	SPC.3.1	JAC4.1	WFM3.1	V480	0.28249	0.295031	0.037504	0.055903	594024
bic_1	SPC.3.1	LH217.1	ARS.1.1	V480	0.279668	0.293753	0.009594	0.031061	588641
bic_1	SPC.3.1	LH217.1	ARS2.1	V480	0.275505	0.288838	0.010199	0.030562	587051
bic_1	SPC.3.1	LH217.1	ARS3.1	V480	0.21627	0.229466	0.01109	0.032135	600428
bic_1	SPC.3.1	LH217.1	CAR-C27.1	V480	0.261136	0.273012	0.012069	0.030268	595670
bic_1	SPC.3.1	LH217.1	CARC3.1	V480	0.255966	0.269411	0.011687	0.032402	595186
bic_1	SPC.3.1	LH217.1	CAR-C4.1	V480	0.219714	0.232716	0.010768	0.031346	602372
bic_1	SPC.3.1	LH217.1	CED1.1	V480	0.209781	0.222796	0.010951	0.031682	598878
bic_1	SPC.3.1	LH217.1	CED2.1	V480	0.169723	0.182323	0.011137	0.031847	607662
bic_1	SPC.3.1	LH217.1	CED3.1	V480	0.360677	0.372976	0.012494	0.030069	575190
bic_1	SPC.3.1	LH217.1	CUY1.1	V480	0.291787	0.305296	0.009799	0.030172	585136
bic_1	SPC.3.1	LH217.1	CUY.2.1	V480	0.301869	0.314307	0.009854	0.028502	584501
bic_1	SPC.3.1	LH217.1	CUY3.1	V480	0.28035	0.293955	0.009437	0.030059	589477
bic_1	SPC.3.1	LH217.1	GRM4.1	V480	0.225048	0.239051	0.010037	0.032088	596675
bic_1	SPC.3.1	LH217.1	GRM5.1	V480	0.241725	0.256347	0.008934	0.031667	595795
bic_1	SPC.3.1	LH217.1	IND2.1	V480	0.226929	0.239606	0.011057	0.031046	600703
bic_1	SPC.3.1	LH217.1	IND5.1	V480	0.22639	0.238992	0.010223	0.030088	600779
bic_1	SPC.3.1	LH217.1	IND6.1	V480	0.192549	0.204953	0.011391	0.031456	607655
bic_1	SPC.3.1	LH217.1	MNZ1.1	V480	0.2617	0.275779	0.009986	0.031628	591565
bic_1	SPC.3.1	LH217.1	MNZ2.1	V480	0.293905	0.306551	0.010992	0.030093	587196
bic_1	SPC.3.1	LH217.1	ONC1.1	V480	0.248973	0.261818	0.010493	0.03041	596872
bic_1	SPC.3.1	LH217.1	ONC2.1	V480	0.244812	0.257088	0.01165	0.030774	597379
bic_1	SPC.3.1	LH217.1	ONC3.1	V480	0.192067	0.204596	0.010646	0.03092	608046
bic_1	SPC.3.1	LH217.1	RED11.1	V480	0.211195	0.223155	0.011696	0.030785	603803
bic_1	SPC.3.1	LH217.1	RED15.1	V480	0.254171	0.265748	0.011712	0.029617	596325
bic_1	SPC.3.1	LH217.1	RED17.1	V480	0.201271	0.214003	0.011091	0.031538	606140
bic_1	SPC.3.1	LH217.1	RED18.1	V480	0.202261	0.215348	0.010697	0.031683	606196
bic_1	SPC.3.1	LH217.1	RED9.119	V480	0.234878	0.248018	0.011059	0.031631	599783
bic_1	SPC.3.1	LH217.1	SHV.1.1	V480	0.29121	0.306845	0.008578	0.032074	586937
bic_1	SPC.3.1	LH217.1	SLA1.1	V480	0.219996	0.233166	0.010013	0.030859	602720
bic_1	SPC.3.1	LH217.1	SLA3.1	V480	0.209227	0.222149	0.010888	0.031505	604645
bic_1	SPC.3.1	LH217.1	SLA5.1	V480	0.19679	0.210117	0.010434	0.031951	605913
bic_1	SPC.3.1	LH217.1	WFM1.1	V480	0.252837	0.267608	0.008144	0.031065	593032
bic_1	SPC.3.1	LH217.1	WFM2.2	V480	0.291931	0.305442	0.011174	0.031555	586568
bic_1	SPC.3.1	LH217.1	WFM3.1	V480	0.286918	0.29847	0.012523	0.030028	588705
bic_1	SPC.3.1	LH223.1	ARS.1.1	V480	0.278758	0.291848	0.020605	0.040329	590750
bic_1	SPC.3.1	LH223.1	ARS2.1	V480	0.274316	0.287023	0.020757	0.039954	589090
bic_1	SPC.3.1	LH223.1	ARS3.1	V480	0.215268	0.227741	0.021357	0.041036	602567
bic_1	SPC.3.1	LH223.1	CAR-C27.1	V480	0.259932	0.27113	0.022258	0.039229	597785
bic_1	SPC.3.1	LH223.1	CARC3.1	V480	0.254655	0.267484	0.022115	0.041678	597275
bic_1	SPC.3.1	LH223.1	CAR-C4.1	V480	0.218514	0.230769	0.021229	0.040417	604521
bic_1	SPC.3.1	LH223.1	CED1.1	V480	0.208654	0.221615	0.020182	0.040601	601048
bic_1	SPC.3.1	LH223.1	CED2.1	V480	0.16862	0.181187	0.020282	0.040715	609806
bic_1	SPC.3.1	LH223.1	CED3.1	V480	0.358983	0.370458	0.022853	0.03907	577220
bic_1	SPC.3.1	LH223.1	CUY1.1	V480	0.290697	0.303965	0.019686	0.039476	587224
bic_1	SPC.3.1	LH223.1	CUY.2.1	V480	0.300503	0.312234	0.020094	0.037491	586523
bic_1	SPC.3.1	LH223.1	CUY3.1	V480	0.279149	0.292588	0.01916	0.0393	591606
bic_1	SPC.3.1	LH223.1	GRM4.1	V480	0.224015	0.237216	0.020653	0.041204	598821
bic_1	SPC.3.1	LH223.1	GRM5.1	V480	0.240808	0.254745	0.019227	0.040643	597929
bic_1	SPC.3.1	LH223.1	IND2.1	V480	0.225787	0.23787	0.021751	0.040597	602859
bic_1	SPC.3.1	LH223.1	IND5.1	V480	0.225224	0.237123	0.020882	0.039436	602965
bic_1	SPC.3.1	LH223.1	IND6.1	V480	0.191485	0.203148	0.021902	0.04056	609841
bic_1	SPC.3.1	LH223.1	MNZ1.1	V480	0.26041	0.273824	0.02092	0.041309	593642
bic_1	SPC.3.1	LH223.1	MNZ2.1	V480	0.29302	0.305038	0.02141	0.039356	589298
bic_1	SPC.3.1	LH223.1	ONC1.1	V480	0.247417	0.259299	0.021183	0.039408	598945
bic_1	SPC.3.1	LH223.1	ONC2.1	V480	0.243525	0.255222	0.022008	0.040023	599524
bic_1	SPC.3.1	LH223.1	ONC3.1	V480	0.191274	0.20296	0.021479	0.040182	610212
bic_1	SPC.3.1	LH223.1	RED11.1	V480	0.209881	0.221194	0.02247	0.040332	605972
bic_1	SPC.3.1	LH223.1	RED15.1	V480	0.252829	0.263689	0.02252	0.03913	598523
bic_1	SPC.3.1	LH223.1	RED17.1	V480	0.199937	0.211727	0.021786	0.040522	608318
bic_1	SPC.3.1	LH223.1	RED18.1	V480	0.200883	0.213088	0.021438	0.040799	608370
bic_1	SPC.3.1	LH223.1	RED9.119	V480	0.23352	0.24597	0.021579	0.040858	601961
bic_1	SPC.3.1	LH223.1	SHV.1.1	V480	0.290407	0.304275	0.020573	0.041181	589020
bic_1	SPC.3.1	LH223.1	SLA1.1	V480	0.219052	0.231717	0.020167	0.039997	604886
bic_1	SPC.3.1	LH223.1	SLA3.1	V480	0.207989	0.220709	0.021258	0.041325	606845
bic_1	SPC.3.1	LH223.1	SLA5.1	V480	0.195729	0.208648	0.020515	0.041148	608044
bic_1	SPC.3.1	LH223.1	WFM1.1	V480	0.251516	0.26578	0.018163	0.040055	595145
bic_1	SPC.3.1	LH223.1	WFM2.2	V480	0.290678	0.303649	0.021584	0.040935	588608
bic_1	SPC.3.1	LH223.1	WFM3.1	V480	0.285067	0.296681	0.021776	0.039182	590833
bic_1	SPC.3.1	LH266.1	ARS.1.1	V480	0.279283	0.294867	-0.00072	0.023717	589909
bic_1	SPC.3.1	LH266.1	ARS2.1	V480	0.275003	0.28984	-0.00056	0.022765	588279
bic_1	SPC.3.1	LH266.1	ARS3.1	V480	0.215766	0.230599	0.000865	0.025217	601791
bic_1	SPC.3.1	LH266.1	CAR-C27.1	V480	0.260582	0.274403	0.001383	0.023191	596974
bic_1	SPC.3.1	LH266.1	CARC3.1	V480	0.255216	0.270518	0.000992	0.025268	596522
bic_1	SPC.3.1	LH266.1	CAR-C4.1	V480	0.218892	0.234397	-0.000931	0.024329	603708
bic_1	SPC.3.1	LH266.1	CED1.1	V480	0.208454	0.223879	-0.000901	0.024388	600241
bic_1	SPC.3.1	LH266.1	CED2.1	V480	0.168457	0.183653	-0.000488	0.025222	608998
bic_1	SPC.3.1	LH266.1	CED3.1	V480	0.359522	0.373996	0.000476	0.021774	576416
bic_1	SPC.3.1	LH266.1	CUY1.1	V480	0.290822	0.306548	-0.00199	0.022435	586475
bic_1	SPC.3.1	LH266.1	CUY.2.1	V480	0.300642	0.315059	-0.001558	0.020693	585796
bic_1	SPC.3.1	LH266.1	CUY3.1	V480	0.279477	0.295116	-0.00122	0.023182	590829
bic_1	SPC.3.1	LH266.1	GRM4.1	V480	0.224433	0.239893	0.000231	0.025277	597981
bic_1	SPC.3.1	LH266.1	GRM5.1	V480	0.240727	0.256888	-0.000785	0.025073	597066
bic_1	SPC.3.1	LH266.1	IND2.1	V480	0.225906	0.239908	0.001496	0.024232	602094
bic_1	SPC.3.1	LH266.1	IND5.1	V480	0.225471	0.23942	0.000633	0.023273	602194
bic_1	SPC.3.1	LH266.1	IND6.1	V480	0.191475	0.205328	0.001724	0.024787	609067
bic_1	SPC.3.1	LH266.1	MNZ1.1	V480	0.260723	0.276721	-0.000911	0.024421	592824
bic_1	SPC.3.1	LH266.1	MNZ2.1	V480	0.29378	0.307881	0.000325	0.022259	588478
bic_1	SPC.3.1	LH266.1	ONC1.1	V480	0.248013	0.262221	0.000124	0.022802	598099
bic_1	SPC.3.1	LH266.1	ONC2.1	V480	0.243811	0.258001	0.001222	0.023956	598701
bic_1	SPC.3.1	LH266.1	ONC3.1	V480	0.190892	0.2055	-0.000122	0.024212	609390
bic_1	SPC.3.1	LH266.1	RED11.1	V480	0.210053	0.223915	0.001297	0.024076	605174
bic_1	SPC.3.1	LH266.1	RED15.1	V480	0.253085	0.266624	0.000796	0.02235	597696
bic_1	SPC.3.1	LH266.1	RED17.1	V480	0.199899	0.214659	0.000489	0.024895	607521
bic_1	SPC.3.1	LH266.1	RED18.1	V480	0.20107	0.216078	7e-05	0.024835	607620
bic_1	SPC.3.1	LH266.1	RED9.119	V480	0.233913	0.248827	0.000546	0.024586	601150
bic_1	SPC.3.1	LH266.1	SHV.1.1	V480	0.29069	0.307029	-0.000289	0.024992	588157
bic_1	SPC.3.1	LH266.1	SLA1.1	V480	0.219354	0.234362	-0.000474	0.023985	604062
bic_1	SPC.3.1	LH266.1	SLA3.1	V480	0.2081	0.223664	7e-05	0.025623	606050
bic_1	SPC.3.1	LH266.1	SLA5.1	V480	0.195737	0.211428	-0.000857	0.025211	607299
bic_1	SPC.3.1	LH266.1	WFM1.1	V480	0.252383	0.269146	-0.003245	0.023534	594337
bic_1	SPC.3.1	LH266.1	WFM2.2	V480	0.291341	0.306278	0.001137	0.024337	587821
bic_1	SPC.3.1	LH266.1	WFM3.1	V480	0.285742	0.299957	0.0009	0.023079	590041
bic_1	SPC.3.1	PPK1.1	ARS.1.1	V480	0.277001	0.293349	0.018297	0.043157	591689
bic_1	SPC.3.1	PPK1.1	ARS2.1	V480	0.273056	0.288777	0.018327	0.042275	590055
bic_1	SPC.3.1	PPK1.1	ARS3.1	V480	0.213646	0.229476	0.018863	0.044036	603571
bic_1	SPC.3.1	PPK1.1	CAR-C27.1	V480	0.258426	0.273066	0.019613	0.042002	598720
bic_1	SPC.3.1	PPK1.1	CARC3.1	V480	0.253051	0.269345	0.019604	0.044657	598282
bic_1	SPC.3.1	PPK1.1	CAR-C4.1	V480	0.216832	0.233225	0.017601	0.043493	605496
bic_1	SPC.3.1	PPK1.1	CED1.1	V480	0.206807	0.222674	0.018723	0.043937	602047
bic_1	SPC.3.1	PPK1.1	CED2.1	V480	0.167078	0.182718	0.018639	0.044279	610837
bic_1	SPC.3.1	PPK1.1	CED3.1	V480	0.356939	0.371971	0.020636	0.042067	578254
bic_1	SPC.3.1	PPK1.1	CUY1.1	V480	0.288481	0.304312	0.017868	0.04168	588241
bic_1	SPC.3.1	PPK1.1	CUY.2.1	V480	0.298388	0.313709	0.017777	0.040685	587612
bic_1	SPC.3.1	PPK1.1	CUY3.1	V480	0.277456	0.292829	0.018895	0.042145	592569
bic_1	SPC.3.1	PPK1.1	GRM4.1	V480	0.222789	0.238473	0.019391	0.044007	599822
bic_1	SPC.3.1	PPK1.1	GRM5.1	V480	0.238997	0.255676	0.017665	0.043516	598926
bic_1	SPC.3.1	PPK1.1	IND2.1	V480	0.224192	0.23929	0.019715	0.043461	603836
bic_1	SPC.3.1	PPK1.1	IND5.1	V480	0.223635	0.238635	0.018571	0.042154	603949
bic_1	SPC.3.1	PPK1.1	IND6.1	V480	0.189823	0.204794	0.019656	0.043809	610815
bic_1	SPC.3.1	PPK1.1	MNZ1.1	V480	0.258931	0.275458	0.018256	0.04361	594607
bic_1	SPC.3.1	PPK1.1	MNZ2.1	V480	0.291751	0.306469	0.019627	0.041803	590234
bic_1	SPC.3.1	PPK1.1	ONC1.1	V480	0.24613	0.261631	0.018217	0.042186	599944
bic_1	SPC.3.1	PPK1.1	ONC2.1	V480	0.242135	0.257193	0.01933	0.042717	600531
bic_1	SPC.3.1	PPK1.1	ONC3.1	V480	0.189801	0.204795	0.018349	0.042545	611199
bic_1	SPC.3.1	PPK1.1	RED11.1	V480	0.208495	0.222624	0.0206	0.043097	606976
bic_1	SPC.3.1	PPK1.1	RED15.1	V480	0.250973	0.26528	0.01964	0.041709	599505
bic_1	SPC.3.1	PPK1.1	RED17.1	V480	0.198252	0.213543	0.019371	0.043871	609347
bic_1	SPC.3.1	PPK1.1	RED18.1	V480	0.199211	0.214629	0.019312	0.04397	609393
bic_1	SPC.3.1	PPK1.1	RED9.119	V480	0.232224	0.248044	0.018882	0.043592	602921
bic_1	SPC.3.1	PPK1.1	SHV.1.1	V480	0.28889	0.305521	0.018725	0.043656	589987
bic_1	SPC.3.1	PPK1.1	SLA1.1	V480	0.217395	0.232922	0.018484	0.043005	605865
bic_1	SPC.3.1	PPK1.1	SLA3.1	V480	0.206443	0.222315	0.018457	0.043709	607823
bic_1	SPC.3.1	PPK1.1	SLA5.1	V480	0.194334	0.210201	0.018387	0.043928	609048
bic_1	SPC.3.1	PPK1.1	WFM1.1	V480	0.250334	0.267388	0.016671	0.043056	596179
bic_1	SPC.3.1	PPK1.1	WFM2.2	V480	0.289499	0.304914	0.020539	0.043728	589641
bic_1	SPC.3.1	PPK1.1	WFM3.1	V480	0.283256	0.298286	0.020098	0.042823	591805
bic_1	SPC.3.1	PPK5.1	ARS.1.1	V480	0.276092	0.291689	0.038266	0.061075	594614
bic_1	SPC.3.1	PPK5.1	ARS2.1	V480	0.271634	0.287126	0.038303	0.061007	592944
bic_1	SPC.3.1	PPK5.1	ARS3.1	V480	0.212577	0.22857	0.038248	0.062733	606554
bic_1	SPC.3.1	PPK5.1	CAR-C27.1	V480	0.257619	0.270905	0.041328	0.060852	601761
bic_1	SPC.3.1	PPK5.1	CARC3.1	V480	0.252203	0.267364	0.040607	0.063037	601234
bic_1	SPC.3.1	PPK5.1	CAR-C4.1	V480	0.215817	0.232226	0.037541	0.062459	608507
bic_1	SPC.3.1	PPK5.1	CED1.1	V480	0.205767	0.222034	0.037509	0.062383	605020
bic_1	SPC.3.1	PPK5.1	CED2.1	V480	0.166223	0.182001	0.037545	0.062434	613831
bic_1	SPC.3.1	PPK5.1	CED3.1	V480	0.355627	0.370229	0.041212	0.061251	581009
bic_1	SPC.3.1	PPK5.1	CUY1.1	V480	0.287634	0.302656	0.038746	0.060499	591126
bic_1	SPC.3.1	PPK5.1	CUY.2.1	V480	0.297821	0.312127	0.038373	0.058962	590409
bic_1	SPC.3.1	PPK5.1	CUY3.1	V480	0.276647	0.29166	0.03916	0.061	595536
bic_1	SPC.3.1	PPK5.1	GRM4.1	V480	0.221895	0.237609	0.039163	0.062888	602653
bic_1	SPC.3.1	PPK5.1	GRM5.1	V480	0.238067	0.254506	0.037929	0.062444	601782
bic_1	SPC.3.1	PPK5.1	IND2.1	V480	0.223402	0.237619	0.040904	0.062407	606825
bic_1	SPC.3.1	PPK5.1	IND5.1	V480	0.22262	0.236952	0.039538	0.061219	606925
bic_1	SPC.3.1	PPK5.1	IND6.1	V480	0.189128	0.202957	0.04084	0.062292	613856
bic_1	SPC.3.1	PPK5.1	MNZ1.1	V480	0.257794	0.274122	0.03789	0.061992	597474
bic_1	SPC.3.1	PPK5.1	MNZ2.1	V480	0.29074	0.304519	0.040435	0.060418	593121
bic_1	SPC.3.1	PPK5.1	ONC1.1	V480	0.24526	0.259732	0.039686	0.06122	602845
bic_1	SPC.3.1	PPK5.1	ONC2.1	V480	0.241105	0.254959	0.040814	0.061516	603444
bic_1	SPC.3.1	PPK5.1	ONC3.1	V480	0.188913	0.202782	0.039831	0.061369	614242
bic_1	SPC.3.1	PPK5.1	RED11.1	V480	0.207498	0.22106	0.041558	0.062329	610006
bic_1	SPC.3.1	PPK5.1	RED15.1	V480	0.250243	0.263496	0.040643	0.060316	602475
bic_1	SPC.3.1	PPK5.1	RED17.1	V480	0.197198	0.21213	0.039737	0.062759	612365
bic_1	SPC.3.1	PPK5.1	RED18.1	V480	0.198609	0.213483	0.039897	0.062778	612418
bic_1	SPC.3.1	PPK5.1	RED9.119	V480	0.231401	0.246135	0.040287	0.062422	605912
bic_1	SPC.3.1	PPK5.1	SHV.1.1	V480	0.287423	0.304332	0.038554	0.062918	592861
bic_1	SPC.3.1	PPK5.1	SLA1.1	V480	0.216629	0.232072	0.03824	0.061698	608868
bic_1	SPC.3.1	PPK5.1	SLA3.1	V480	0.205598	0.221105	0.039087	0.062824	610856
bic_1	SPC.3.1	PPK5.1	SLA5.1	V480	0.193445	0.209141	0.03843	0.062742	612066
bic_1	SPC.3.1	PPK5.1	WFM1.1	V480	0.249116	0.26623	0.036434	0.061923	599053
bic_1	SPC.3.1	PPK5.1	WFM2.2	V480	0.288318	0.303462	0.040738	0.062661	592489
bic_1	SPC.3.1	PPK5.1	WFM3.1	V480	0.28227	0.296869	0.039673	0.06091	594763
bic_1	SPC.3.1	SNO8.1	ARS.1.1	V480	0.277761	0.297083	0.013353	0.042443	589966
bic_1	SPC.3.1	SNO8.1	ARS2.1	V480	0.273725	0.292663	0.013666	0.042245	588395
bic_1	SPC.3.1	SNO8.1	ARS3.1	V480	0.213661	0.2333	0.013174	0.044128	601893
bic_1	SPC.3.1	SNO8.1	CAR-C27.1	V480	0.259175	0.276722	0.015971	0.042539	597050
bic_1	SPC.3.1	SNO8.1	CARC3.1	V480	0.253927	0.272674	0.015629	0.044196	596514
bic_1	SPC.3.1	SNO8.1	CAR-C4.1	V480	0.217442	0.237174	0.012411	0.04327	603804
bic_1	SPC.3.1	SNO8.1	CED1.1	V480	0.207332	0.22549	0.015125	0.043713	600405
bic_1	SPC.3.1	SNO8.1	CED2.1	V480	0.16771	0.18542	0.014887	0.043657	609153
bic_1	SPC.3.1	SNO8.1	CED3.1	V480	0.357934	0.375465	0.016928	0.041714	576494
bic_1	SPC.3.1	SNO8.1	CUY1.1	V480	0.289633	0.309154	0.01292	0.042026	586453
bic_1	SPC.3.1	SNO8.1	CUY.2.1	V480	0.299534	0.317968	0.013351	0.040681	585822
bic_1	SPC.3.1	SNO8.1	CUY3.1	V480	0.278076	0.296975	0.013726	0.042041	590904
