P0	P1	P2	P3	P4	DFO	DIL	DFI	DOL	allsites
bic_1	SPC.3.1	SNO8.1	GRM4.1	V480	0.223819	0.241385	0.016176	0.043506	598069
bic_1	SPC.3.1	SNO8.1	GRM5.1	V480	0.239549	0.256993	0.015374	0.042183	597180
bic_1	SPC.3.1	SNO8.1	IND2.1	V480	0.224846	0.242405	0.015553	0.042911	602174
bic_1	SPC.3.1	SNO8.1	IND5.1	V480	0.224446	0.241515	0.014884	0.04148	602263
bic_1	SPC.3.1	SNO8.1	IND6.1	V480	0.190565	0.208062	0.015614	0.043565	609118
bic_1	SPC.3.1	SNO8.1	MNZ1.1	V480	0.259226	0.278699	0.014691	0.044277	592818
bic_1	SPC.3.1	SNO8.1	MNZ2.1	V480	0.292248	0.310812	0.015191	0.042902	588482
bic_1	SPC.3.1	SNO8.1	ONC1.1	V480	0.246779	0.264735	0.014608	0.042122	598209
bic_1	SPC.3.1	SNO8.1	ONC2.1	V480	0.242412	0.260422	0.014979	0.042692	598735
bic_1	SPC.3.1	SNO8.1	ONC3.1	V480	0.190616	0.208446	0.014783	0.043279	609516
bic_1	SPC.3.1	SNO8.1	RED11.1	V480	0.209145	0.226205	0.01645	0.043361	605317
bic_1	SPC.3.1	SNO8.1	RED15.1	V480	0.251957	0.26881	0.015813	0.041561	597782
bic_1	SPC.3.1	SNO8.1	RED17.1	V480	0.198476	0.216288	0.015649	0.04393	607634
bic_1	SPC.3.1	SNO8.1	RED18.1	V480	0.199806	0.218025	0.015462	0.044342	607721
bic_1	SPC.3.1	SNO8.1	RED9.119	V480	0.232757	0.251154	0.015135	0.04358	601189
bic_1	SPC.3.1	SNO8.1	SHV.1.1	V480	0.289795	0.30964	0.014384	0.043845	588251
bic_1	SPC.3.1	SNO8.1	SLA1.1	V480	0.218081	0.237049	0.013695	0.043339	604105
bic_1	SPC.3.1	SNO8.1	SLA3.1	V480	0.206963	0.2257	0.014478	0.044005	606152
bic_1	SPC.3.1	SNO8.1	SLA5.1	V480	0.194673	0.213644	0.013182	0.043442	607312
bic_1	SPC.3.1	SNO8.1	WFM1.1	V480	0.250633	0.271087	0.011258	0.042638	594434
bic_1	SPC.3.1	SNO8.1	WFM2.2	V480	0.290217	0.309804	0.014956	0.044176	587870
bic_1	SPC.3.1	SNO8.1	WFM3.1	V480	0.283933	0.301902	0.015674	0.042567	590095
bic_1	SPC.3.1	SPC.5.1b	ARS.1.1	V480	0.27798	0.27759	0.09362	0.08094	592644
bic_1	SPC.3.1	SPC.5.1b	ARS2.1	V480	0.27302	0.27302	0.08567	0.08567	590982
bic_1	SPC.3.1	SPC.5.1b	ARS3.1	V480	0.21359	0.21329	0.09513	0.08497	604540
bic_1	SPC.3.1	SPC.5.1b	CAR-C27.1	V480	0.25905	0.2584	0.10302	0.08191	599835
bic_1	SPC.3.1	SPC.5.1b	CARC3.1	V480	0.2537	0.25294	0.10206	0.07709	599300
bic_1	SPC.3.1	SPC.5.1b	CAR-C4.1	V480	0.21679	0.21604	0.10257	0.0772	606648
bic_1	SPC.3.1	SPC.5.1b	CED1.1	V480	0.20735	0.20652	0.11683	0.08817	603078
bic_1	SPC.3.1	SPC.5.1b	CED2.1	V480	0.16722	0.16656	0.10661	0.08348	611886
bic_1	SPC.3.1	SPC.5.1b	CED3.1	V480	0.35822	0.35735	0.11709	0.09056	579164
bic_1	SPC.3.1	SPC.5.1b	CUY1.1	V480	0.28972	0.28916	0.10428	0.08627	589134
bic_1	SPC.3.1	SPC.5.1b	CUY.2.1	V480	0.2998	0.29935	0.09936	0.08511	588408
bic_1	SPC.3.1	SPC.5.1b	CUY3.1	V480	0.27829	0.27746	0.10616	0.07944	593588
bic_1	SPC.3.1	SPC.5.1b	GRM4.1	V480	0.22276	0.2221	0.10169	0.07959	600651
bic_1	SPC.3.1	SPC.5.1b	GRM5.1	V480	0.23942	0.23862	0.10776	0.08128	599777
bic_1	SPC.3.1	SPC.5.1b	IND2.1	V480	0.2244	0.22347	0.10925	0.07793	604896
bic_1	SPC.3.1	SPC.5.1b	IND5.1	V480	0.22395	0.22306	0.10691	0.07709	604951
bic_1	SPC.3.1	SPC.5.1b	IND6.1	V480	0.18977	0.18895	0.10805	0.07977	611958
bic_1	SPC.3.1	SPC.5.1b	MNZ1.1	V480	0.25942	0.25926	0.08976	0.08457	595512
bic_1	SPC.3.1	SPC.5.1b	MNZ2.1	V480	0.29246	0.29178	0.09668	0.07528	591217
bic_1	SPC.3.1	SPC.5.1b	ONC1.1	V480	0.24674	0.24599	0.10519	0.08035	600960
bic_1	SPC.3.1	SPC.5.1b	ONC2.1	V480	0.24245	0.2415	0.1134	0.08174	601490
bic_1	SPC.3.1	SPC.5.1b	ONC3.1	V480	0.18982	0.18901	0.10394	0.07599	612330
bic_1	SPC.3.1	SPC.5.1b	RED11.1	V480	0.20864	0.20789	0.1035	0.07825	608102
bic_1	SPC.3.1	SPC.5.1b	RED15.1	V480	0.2518	0.25096	0.10811	0.08035	600560
bic_1	SPC.3.1	SPC.5.1b	RED17.1	V480	0.19821	0.19737	0.1095	0.08059	610459
bic_1	SPC.3.1	SPC.5.1b	RED18.1	V480	0.19981	0.19882	0.11336	0.07932	610463
bic_1	SPC.3.1	SPC.5.1b	RED9.119	V480	0.23282	0.23214	0.10615	0.08346	604000
bic_1	SPC.3.1	SPC.5.1b	SHV.1.1	V480	0.2896	0.28885	0.10583	0.08206	590902
bic_1	SPC.3.1	SPC.5.1b	SLA1.1	V480	0.21788	0.21708	0.10534	0.07864	606973
bic_1	SPC.3.1	SPC.5.1b	SLA3.1	V480	0.20665	0.20565	0.10967	0.07576	608997
bic_1	SPC.3.1	SPC.5.1b	SLA5.1	V480	0.19468	0.19382	0.11015	0.08053	610143
bic_1	SPC.3.1	SPC.5.1b	WFM1.1	V480	0.25064	0.24999	0.10491	0.08333	597067
bic_1	SPC.3.1	SPC.5.1b	WFM2.2	V480	0.29033	0.28994	0.09417	0.08146	590543
bic_1	SPC.3.1	SPC.5.1b	WFM3.1	V480	0.28404	0.28346	0.10569	0.08721	592812
bic_1	SPC.3.1	YL51.1	ARS.1.1	V480	0.28121	0.27932	0.00964	-0.02135	584399
bic_1	SPC.3.1	YL51.1	ARS2.1	V480	0.27663	0.27508	0.01327	-0.01214	582774
bic_1	SPC.3.1	YL51.1	ARS3.1	V480	0.21613	0.21476	0.00275	-0.02033	596224
bic_1	SPC.3.1	YL51.1	CAR-C27.1	V480	0.26157	0.26028	-0.00695	-0.02779	591472
bic_1	SPC.3.1	YL51.1	CARC3.1	V480	0.25584	0.25499	-0.01196	-0.02594	590997
bic_1	SPC.3.1	YL51.1	CAR-C4.1	V480	0.21918	0.21788	-0.00474	-0.02663	598254
bic_1	SPC.3.1	YL51.1	CED1.1	V480	0.21006	0.20913	-0.0046	-0.02041	594774
bic_1	SPC.3.1	YL51.1	CED2.1	V480	0.1696	0.16848	-0.005457	-0.0251	603474
bic_1	SPC.3.1	YL51.1	CED3.1	V480	0.36175	0.36032	-0.00546	-0.02693	571055
bic_1	SPC.3.1	YL51.1	CUY1.1	V480	0.293	0.29148	-0.00564	-0.03008	580991
bic_1	SPC.3.1	YL51.1	CUY.2.1	V480	0.30303	0.30145	0.0102	-0.01512	580188
bic_1	SPC.3.1	YL51.1	CUY3.1	V480	0.28173	0.28018	0.00111	-0.02377	585307
bic_1	SPC.3.1	YL51.1	GRM4.1	V480	0.22543	0.22451	-0.01506	-0.03067	592413
bic_1	SPC.3.1	YL51.1	GRM5.1	V480	0.24205	0.241	-0.01059	-0.02805	591517
bic_1	SPC.3.1	YL51.1	IND2.1	V480	0.22661	0.22556	-0.00876	-0.02629	596556
bic_1	SPC.3.1	YL51.1	IND5.1	V480	0.22607	0.22509	-0.0104	-0.02683	596643
bic_1	SPC.3.1	YL51.1	IND6.1	V480	0.19208	0.19094	-0.00565	-0.02534	603551
bic_1	SPC.3.1	YL51.1	MNZ1.1	V480	0.26216	0.2613	-0.00338	-0.01768	587276
bic_1	SPC.3.1	YL51.1	MNZ2.1	V480	0.29565	0.29392	0.00918	-0.01855	582946
bic_1	SPC.3.1	YL51.1	ONC1.1	V480	0.24951	0.24815	-0.00258	-0.02504	592665
bic_1	SPC.3.1	YL51.1	ONC2.1	V480	0.24495	0.24342	-0.00295	-0.02839	593235
bic_1	SPC.3.1	YL51.1	ONC3.1	V480	0.192023	0.190804	-0.00741	-0.028375	603902
bic_1	SPC.3.1	YL51.1	RED11.1	V480	0.21078	0.20979	-0.00981	-0.02653	599700
bic_1	SPC.3.1	YL51.1	RED15.1	V480	0.25389	0.25282	-0.00772	-0.02538	592222
bic_1	SPC.3.1	YL51.1	RED17.1	V480	0.20044	0.19944	-0.00834	-0.02539	602053
bic_1	SPC.3.1	YL51.1	RED18.1	V480	0.20182	0.20086	-0.00941	-0.02569	602048
bic_1	SPC.3.1	YL51.1	RED9.119	V480	0.23495	0.23422	-0.01078	-0.02283	595700
bic_1	SPC.3.1	YL51.1	SHV.1.1	V480	0.29294	0.29216	-0.00748	-0.01983	582688
bic_1	SPC.3.1	YL51.1	SLA1.1	V480	0.22019	0.21928	-0.01073	-0.02601	598619
bic_1	SPC.3.1	YL51.1	SLA3.1	V480	0.20867	0.20749	-0.00943	-0.02939	600602
bic_1	SPC.3.1	YL51.1	SLA5.1	V480	0.19661	0.19562	-0.00999	-0.02708	601774
bic_1	SPC.3.1	YL51.1	WFM1.1	V480	0.25376	0.25196	0.0101	-0.01982	588797
bic_1	SPC.3.1	YL51.1	WFM2.2	V480	0.29356	0.29159	0.01034	-0.02125	582272
bic_1	SPC.3.1	YL51.1	WFM3.1	V480	0.28712	0.28566	0.00825	-0.01538	584586
